tank_id,species,avg_daily_temp,num_fish,day_length,tank_volume,size_day_30,ammonia,density,avg_daily_temp_F,below,num_sick,oxygen
39,tilapia,23.881232922255638,100,12,399.92024149650047,2785.229801996198,0.08667159355357347,0.25004985900638654,74.98621926006015,TRUE,56,9.629161457366635
40,tilapia,24.587249614680356,104,10,400.2257950785386,2784.4677278880986,0.08466389918399282,0.259853316000263,76.25704930642465,FALSE,8,9.236871747746415
41,tilapia,23.33122145333383,100,11,399.7841139847043,2772.207750194578,0.1004644076145764,0.2501350016219654,73.9961986160009,TRUE,72,9.698228785562462
42,tilapia,24.23538882595692,105,9,401.10423195285864,2773.0381905326467,0.10494029057766426,0.26177734273404657,75.62369988672245,FALSE,35,9.281221860815492
43,tilapia,24.671473408718025,94,10,400.4738555958161,2779.546494556662,0.10377507496601285,0.23472193923907692,76.40865213569245,FALSE,7,9.178519881722183
44,tilapia,24.790487559078986,102,9,399.01972388694634,2776.820885687446,0.09975358676120634,0.25562646128465444,76.62287760634217,FALSE,19,9.34281307321541
45,tilapia,24.447363126077427,100,10,400.2704582638479,2778.1666652430235,0.11583893758722817,0.24983107780110667,76.00525362693938,FALSE,9,9.42156460021009
46,tilapia,23.822495536839146,98,11,398.9122101832287,2772.474569880467,0.10611886870332833,0.2456680881113831,74.88049196631047,TRUE,50,9.287860912590247
47,tilapia,23.69062844575367,103,11,400.4811362003495,2780.9389369776472,0.09776337839308288,0.25719064068094327,74.64313120235661,TRUE,44,9.441410755997325
48,tilapia,24.228101962786837,100,8,400.3539519746698,2777.4980416084236,0.11066827153389183,0.24977897559589207,75.61058353301631,FALSE,13,9.198127583733074
49,tilapia,23.572232686807894,101,12,398.95852233270665,2781.9647788185225,0.10314110258780579,0.25315914899988595,74.43001883625422,TRUE,79,9.689703798634154
50,tilapia,24.05200359753308,94,9,399.12493973863326,2780.578426934847,0.09910684213268542,0.2355152250359395,75.29360647555954,FALSE,14,9.577182550751022
51,tilapia,24.13402732920778,101,10,399.6754799244498,2777.7019312400244,0.10743738392537422,0.25270501963015574,75.441249192574,FALSE,23,9.004139169189264
52,tilapia,23.812963343651692,98,11,400.41531983660275,2777.5767071971954,0.09439123832020234,0.2447458804523034,74.86333401857306,TRUE,60,9.198165088819328
53,tilapia,24.212320156129817,98,10,400.0068302158601,2791.0036231288836,0.10850875164462166,0.24499581656422012,75.58217628103367,FALSE,7,9.319981895619877
54,tilapia,24.483578442666218,102,11,400.6094712250107,2786.37494360359,0.11028417505472748,0.2546120532000842,76.0704411967992,FALSE,12,9.340331816635057
55,tilapia,24.004336563439775,98,10,401.062236911787,2784.274195920619,0.10644802553399947,0.24435110309713587,75.2078058141916,FALSE,10,9.474214610421438
56,tilapia,24.27798956006266,100,10,399.98711376560647,2787.552896593257,0.09272314155663429,0.25000805415596533,75.70038120811279,FALSE,16,9.345247988544685
57,tilapia,24.210155753445225,102,9,400.18805507803665,2791.7906892064466,0.10724452867606657,0.2548801712237763,75.5782803562014,FALSE,4,9.53220660088093
58,tilapia,23.44839757418874,105,9,400.2419572834601,2784.7476193597067,0.09508362054769681,0.2623413115223117,74.20711563353973,TRUE,68,9.859553409584455
59,tilapia,23.1616892429101,101,10,400.0305274406424,2786.413467491235,0.10684486787520774,0.2524807310236758,73.69104063723819,TRUE,62,9.541302263678658
60,tilapia,23.710850061084724,103,12,399.6324494030061,2778.776306131078,0.10437422827050531,0.2577368283127842,74.67953010995251,TRUE,64,9.3631431611769
61,tilapia,23.73205097473789,99,12,399.39640346630864,2789.515049770518,0.08900468814523108,0.2478740397780052,74.7176917545282,TRUE,41,9.537049055733974
62,tilapia,24.31785016937994,103,9,398.3621839247592,2779.365108186237,0.09900459958888694,0.2585586789017457,75.77213030488389,FALSE,4,9.45053940139157
63,tilapia,22.872565127624558,103,10,398.06172549316136,2786.882337936321,0.10089704792313132,0.258753839928701,73.1706172297242,TRUE,77,9.629027938366745
64,tilapia,24.534304500606723,101,9,400.7948850083122,2780.704123958963,0.11623248596972764,0.25199922398686636,76.1617481010921,FALSE,5,9.223854167154075
65,tilapia,23.52755291177361,99,10,401.0719395583396,2779.1350150317035,0.09059909300725676,0.24683851009127888,74.3495952411925,TRUE,51,9.610555071276206
66,tilapia,23.59796824278809,101,10,399.15077918718816,2772.569891757169,0.08625398040411532,0.25303721116534367,74.47634283701856,TRUE,53,9.80171394862379
67,tilapia,23.682649785798382,103,11,398.9874137324413,2782.221982576786,0.08485277124592684,0.2581535067396166,74.62876961443709,TRUE,61,9.576826338610408
68,tilapia,24.711254620914307,101,11,400.70260189484,2789.6051693055188,0.1024029559171782,0.2520572602283884,76.48025831764576,FALSE,12,9.426343786952387
69,tilapia,24.404636347865114,101,10,399.5405208234377,2789.868411880856,0.09532590490070167,0.25279037978887064,75.92834542615721,FALSE,9,9.441011448244982
70,tilapia,23.27154649163997,99,10,399.8443698362911,2781.352125685304,0.09247076634954704,0.24759633364484718,73.88878368495195,TRUE,70,9.757847595096226
71,tilapia,23.38358688657905,99,11,399.7788728449007,2782.048675365661,0.08633463876751488,0.24763689810694,74.0904563958423,TRUE,63,9.288546197133927
72,tilapia,24.730035848587136,102,10,398.0931150896949,2775.6117486537514,0.11614248213876283,0.2562214620994343,76.51406452745684,FALSE,3,9.310961027502398
73,tilapia,23.526073527038438,97,10,399.07356488661054,2781.6641858043836,0.10507690484825483,0.2430629551410171,74.34693234866918,TRUE,67,9.407646926699732
74,tilapia,23.572667369676317,103,10,400.37345431715875,2783.7464075991625,0.10403620722715466,0.2572598130304808,74.43080126541737,TRUE,60,9.612209709071058
75,tilapia,24.499422602851766,99,9,400.7813934973923,2782.9321382117337,0.10044255343433846,0.24701745541648792,76.09896068513318,FALSE,17,9.335384028584292
76,tilapia,23.789345252119933,102,10,399.1869510476821,2781.959491389773,0.09518662382470289,0.25551937439913036,74.82082145381588,TRUE,64,9.130199502555106
77,tilapia,24.21706862791669,96,11,400.09390533479495,2783.370260820237,0.09795225857291617,0.23994367002333633,75.59072353025005,FALSE,30,9.558298580712696
78,tilapia,24.289312077547862,99,10,399.7913227233915,2781.013546403556,0.08937674248064523,0.24762918646059845,75.72076173958615,FALSE,20,9.302203658939908
79,tilapia,24.397668880498557,102,8,399.46594945055506,2782.5821607983435,0.09153753647393366,0.2553409123863893,75.9158039848974,FALSE,25,9.369500446439718
80,tilapia,23.721075651634333,102,10,399.4253774555693,2778.3949819255936,0.0973680157365213,0.255366848871154,74.69793617294181,TRUE,66,9.83478106385915
81,tilapia,23.770600355382538,101,11,399.90887122980257,2784.9384508631015,0.10390337870573489,0.25255753814463805,74.78708063968857,TRUE,57,9.492291401673667
82,tilapia,25.223335592494767,99,11,399.8315261591341,2786.427454709072,0.0872224701388167,0.24760428711316204,77.40200406649058,FALSE,10,9.16047621572795
83,tilapia,23.68121113763321,96,11,398.74289951290353,2776.4946281247726,0.11307233830912329,0.2407566382179387,74.62618004773978,TRUE,59,9.296487581758953
84,tilapia,24.70847348662162,95,11,400.62351325592783,2780.1679602484223,0.10716144358020753,0.23713036518481065,76.47525227591892,FALSE,10,9.46986447606657
85,tilapia,24.323138031429007,96,10,400.03771544727897,2784.492576303137,0.09221644071985212,0.2399773728651139,75.78164845657221,FALSE,12,9.428830542628797
86,tilapia,24.22520457075687,101,9,398.6928370738545,2790.217825395592,0.11636740974571551,0.2533278519405419,75.60536822736236,FALSE,6,9.440600597062904
87,tilapia,24.764891171287516,101,10,397.8954024053461,2778.9617092569356,0.10391565813017914,0.25383555424223964,76.57680410831753,FALSE,10,9.054365559695768
88,tilapia,24.275594425440957,98,11,398.92916941426046,2785.223291424685,0.09690777495157551,0.24565764429783712,75.69606996579373,FALSE,1,9.557993819963988
89,tilapia,24.016883424143355,103,12,400.5789258005387,2789.005816426288,0.08847428334955669,0.25712785512657516,75.23039016345804,FALSE,14,9.449953811374638
90,tilapia,23.710497821554153,96,11,399.15586866765506,2782.795860759628,0.11000425254632402,0.24050754989633252,74.67889607879748,TRUE,55,9.3599924257319
91,tilapia,24.010976174013784,100,8,399.90146755392436,2783.9299795366683,0.10256511363579268,0.25006159795228955,75.21975711322482,FALSE,3,9.374508497488756
92,tilapia,22.874687429894067,100,9,400.69211705118516,2785.5592103816825,0.11232822747957324,0.24956817402830467,73.17443737380933,TRUE,57,9.66981953376825
93,tilapia,24.29144656651058,105,9,400.923828640965,2777.8676934621994,0.10723548236331565,0.26189513443469964,75.72460381971905,FALSE,9,9.290595351302034
94,tilapia,23.09592388746181,100,10,398.6049065842629,2780.4912785894294,0.12065724337612775,0.2508749850997144,73.57266299743125,TRUE,71,9.663997717367364
95,tilapia,24.442604583461222,95,10,400.5615400563989,2783.6774969199896,0.10771032244513576,0.23716705299920718,75.99668825023019,FALSE,34,8.996596680161364
96,tilapia,24.050369081307053,101,9,400.99930069100117,2794.2240298571996,0.09949590220102156,0.25187076343015313,75.2906643463527,FALSE,12,9.588898279207065
97,tilapia,23.208925961044773,95,11,400.8771773470056,2781.6260153435114,0.10200147772332085,0.2369803155886984,73.7760667298806,TRUE,53,9.584560102510224
98,tilapia,23.50136078258196,103,10,400.5972821017412,2784.86147790026,0.0965321027959964,0.2571160729289239,74.30244940864753,TRUE,44,9.67618564580524
99,tilapia,24.23747184689865,96,11,399.5706964896506,2777.2346797698697,0.09707503540606705,0.24025785885548925,75.62744932441757,FALSE,20,9.505676745807119
100,tilapia,24.341198398660236,103,9,399.9987142057266,2786.5180310880587,0.12016508771120915,0.2575008277327242,75.81415711758842,FALSE,11,9.27760268762762
101,tilapia,24.649352205602852,101,10,400.5858421821779,2781.7643788859923,0.08669364918123554,0.252130727960344,76.36883397008513,FALSE,1,9.055546154516644
102,tilapia,23.34744910232767,98,9,400.2970849755758,2788.272920828056,0.11785243172829861,0.24481817049949162,74.0254083841898,TRUE,61,10.010003902898841
103,tilapia,24.219520063025406,102,8,400.3880954300311,2783.6451246779375,0.09423873473374648,0.25475282897821516,75.59513611344573,FALSE,2,9.367101137034346
104,tilapia,24.235052657569756,100,10,400.28210316816325,2789.713112480742,0.10087951064022901,0.24982380977944652,75.62309478362556,FALSE,15,9.64211084281669
105,tilapia,23.609467609038578,99,11,398.8914811979466,2780.012295125014,0.11103069677822021,0.24818780211270564,74.49704169626943,TRUE,55,9.774500985236644
106,tilapia,24.13954917941914,100,11,398.54854453062563,2779.060177951708,0.08081732704837641,0.25091046341110324,75.45118852295445,FALSE,5,9.441191786750855
107,tilapia,24.26766195536681,99,11,400.61353340029825,2782.902260583262,0.09006956446740567,0.24712095759650216,75.68179151966027,FALSE,4,9.226277134721443
108,tilapia,23.71592930104627,95,10,400.3601179221522,2783.9523846095185,0.09081877397539756,0.23728637231162025,74.6886727418833,TRUE,54,9.832586741247944
109,tilapia,23.653644614777445,104,11,400.9751986272854,2781.6356722458354,0.1010545584572947,0.25936766252884913,74.5765603065994,TRUE,66,9.295809443348462
110,tilapia,23.3142360659566,99,11,399.1904139025418,2790.815151156698,0.09969624274061273,0.24800194732173558,73.96562491872189,TRUE,46,9.664675395414777
111,tilapia,22.847591037599454,97,11,399.49183918229227,2788.005087690431,0.10349179378481554,0.2428084643695009,73.12566386767901,TRUE,48,9.958185636780447
112,tilapia,23.976274492195255,105,11,401.84789604154616,2786.344293119292,0.09976814915637199,0.26129289473533607,75.15729408595146,FALSE,19,9.562850567255403
113,tilapia,23.012214393859487,98,9,399.243364376958,2779.7983463884525,0.09926595375457456,0.24546431761723722,73.42198590894708,TRUE,50,9.94478135262148
114,tilapia,24.548299316007846,100,10,400.2013726091646,2788.7179078833396,0.0934627862312791,0.2498742054482149,76.18693876881412,FALSE,3,9.276493666567225
115,tilapia,23.96105706668373,103,11,399.3962653208535,2789.645975341747,0.10353796362992843,0.25788924169647737,75.12990272003071,FALSE,7,9.852478621044899
116,tilapia,24.028932344722723,97,10,400.95247639786436,2784.124920791903,0.10427008600678027,0.2419239329095628,75.25207822050089,FALSE,21,9.795849120082336
117,tilapia,24.62477395173577,95,11,398.9061614109612,2790.9946769425424,0.12403072275111575,0.23815124756152634,76.3245931131244,FALSE,3,9.377327424861607
118,tilapia,24.862028841862916,103,10,400.57117735473577,2778.1182504809667,0.1119518784449741,0.25713282887746514,76.75165191535325,FALSE,2,9.193663913951251
119,tilapia,24.147742113186798,96,9,400.30669462348834,2782.4126029133913,0.11591458580158889,0.2398161242101973,75.46593580373624,FALSE,10,9.059287313944873
120,tilapia,22.96610120714948,101,10,400.27605111601565,2785.622401048936,0.10138909526381615,0.2523258629098603,73.33898217286907,TRUE,64,9.409079375084481
121,tilapia,24.3026794129473,102,10,399.7172816218245,2777.492198252231,0.09785254638325742,0.2551803604441175,75.74482294330514,FALSE,11,9.364357824340264
122,tilapia,24.459714646843867,102,10,401.6923896098755,2774.394689095809,0.10596863795436653,0.25392564718256827,76.02748636431896,FALSE,23,9.37287125933874
123,tilapia,24.082166893012634,95,8,398.9309476242289,2793.461143845654,0.10283613559589415,0.23813645084633744,75.34790040742274,FALSE,11,9.337261070674593
124,tilapia,23.467687026845983,98,10,402.4172763669189,2786.1819658617583,0.10772476354708949,0.24352831191731655,74.24183664832276,TRUE,39,9.561272175857356
125,tilapia,24.066029046201226,106,10,398.96323875955835,2782.902639651905,0.10107542577404438,0.26568863920789104,75.31885228316222,FALSE,2,9.470382551687036
126,tilapia,23.832703836582017,94,10,400.34887398961274,2796.3202409921514,0.1110543403035616,0.2347952151413791,74.89886690584763,TRUE,60,9.632175124070608
127,tilapia,23.115266803119145,102,11,399.16522436236204,2779.7196217348364,0.11535586203195582,0.25553328239687645,73.60748024561445,TRUE,63,9.59634956707346
128,tilapia,23.937424081113267,97,10,400.3575700213348,2781.7808616853977,0.0955924959558885,0.24228341678372892,75.08736334600388,FALSE,1,9.345643317091012
129,tilapia,23.828703685294926,99,11,400.1245867551954,2770.1702356956043,0.09692759329736793,0.24742293594812326,74.89166663353086,TRUE,47,9.315990401653448
130,tilapia,24.2747943832382,97,12,399.1812236194379,2780.7715492045495,0.08665518506241202,0.24299740133187125,75.69462988982876,FALSE,14,9.60890833743217
131,tilapia,24.089247861335778,96,10,400.58757264770855,2780.3347117396825,0.09553390159065266,0.23964797351421066,75.36064615040439,FALSE,17,9.339494926706202
132,tilapia,23.77953203759827,98,12,401.0693595226878,2784.6401401420494,0.09358365430768009,0.24434676365362262,74.80315766767689,TRUE,78,9.60400465563449
133,tilapia,23.722342428071993,101,10,400.5428078030639,2787.029735518435,0.10504960674729001,0.25215781692342604,74.70021637052959,TRUE,60,9.567652438866324
134,tilapia,23.83303128603871,95,9,400.17747245676605,2780.218680172901,0.09275581700676176,0.23739467246063808,74.89945631486968,TRUE,47,9.48768734435588
135,tilapia,24.685169117841102,101,10,399.99760066360113,2787.1461731927484,0.09895811624341269,0.2525015145901868,76.43330441211398,FALSE,10,9.282352009672035
136,tilapia,24.240186157876664,105,9,398.05021794619523,2782.823508010244,0.10068231246651657,0.26378581210623264,75.632335084178,FALSE,28,9.23000220356962
137,tilapia,23.741320400971663,104,10,398.88219742519044,2781.5462379839396,0.10922478506934284,0.2607286077727372,74.73437672174899,TRUE,43,9.528753048111406
138,tilapia,23.659633267356988,101,12,401.474040165427,2780.751324371282,0.0928341634008677,0.25157292849715274,74.58733988124257,TRUE,58,9.733642381478488
139,tilapia,24.35166514124173,104,10,400.84155926740954,2776.390910254457,0.10451286201791091,0.25945413492072433,75.83299725423512,FALSE,5,9.346050572017955
140,tilapia,23.408697386268045,99,10,400.440063207982,2783.8534280874665,0.1068592212499126,0.24722801012190687,74.13565529528248,TRUE,57,9.621890639323496
141,tilapia,23.25378971629448,103,9,399.21521474006954,2784.223041909751,0.11328935279772386,0.2580061986541862,73.85682148933006,TRUE,49,9.518524437752815
142,tilapia,23.85147408848338,102,9,399.8161180855369,2784.3116655859826,0.09611546589989635,0.2551172786340196,74.93265335927009,TRUE,65,9.294291722338299
143,tilapia,23.964790558563585,102,9,399.88738897862373,2789.2994975819906,0.084362953284187,0.2550718097425485,75.13662300541446,FALSE,16,9.368605143651235
144,tilapia,23.61200235905473,97,11,401.7013495033542,2779.6088010092685,0.09189480281764059,0.2414729253957611,74.50160424629851,TRUE,56,9.609587615128964
145,tilapia,23.364378489243485,101,9,399.9767739519657,2789.7305794700233,0.09920637992577525,0.2525146622941895,74.05588128063827,TRUE,59,9.60163081748915
146,tilapia,24.169939487548824,98,10,401.360171682352,2777.2282673184213,0.09543351859563007,0.24416971815918004,75.50589107758788,FALSE,1,9.463723828755928
147,tilapia,24.4580320668258,97,10,399.8922533425611,2780.896160861028,0.09086859704286948,0.24256533901122249,76.02445772028645,FALSE,1,9.139493425085268
148,tilapia,24.00666530505494,92,10,399.42066829823665,2783.121129689356,0.11473034879518224,0.23033359888954488,75.2119975490989,FALSE,16,9.459442743861196
149,tilapia,24.053259290735326,99,12,399.9273317310692,2781.924005799314,0.09307152970009784,0.24754497166143288,75.2958667233236,FALSE,18,9.328217779374206
150,tilapia,24.51974607947092,101,10,400.2674295852715,2781.2043785859446,0.11565259690510016,0.2523312978641529,76.13554294304765,FALSE,27,9.629727357932646
151,tilapia,23.299767944909718,99,10,398.8589528244774,2779.0823886050734,0.0853493115454431,0.24820804271520544,73.93958230083749,TRUE,70,9.709260423915941
152,tilapia,24.083306944019636,104,11,399.21438265352884,2784.9919537122883,0.11217564406031509,0.26051165619015226,75.34995249923534,FALSE,17,9.527690687811146
153,tilapia,23.933640270377516,102,10,399.1323911379443,2770.3572547793938,0.09704297177453616,0.2555543029449287,75.08055248667952,FALSE,2,9.63200220227412
154,tilapia,25.01843693412433,102,10,399.52985787944,2779.597303468007,0.08973005623081462,0.25530006828871094,77.0331864814238,FALSE,16,9.048948732196006
155,tilapia,23.38070768512232,102,10,400.8541281042049,2789.6561944424643,0.08655707640365234,0.2544566535522477,74.08527383322019,TRUE,67,9.793445947786191
156,tilapia,23.48512150802501,98,10,400.9100707831152,2789.1510997081064,0.11512981725481103,0.2444438469918511,74.27321871444502,TRUE,57,9.422849251884983
157,tilapia,24.27267338177979,101,8,400.94062254277145,2774.4095628108116,0.1068247446222489,0.25190762502301833,75.69081208720362,FALSE,14,9.433678826091395
158,tilapia,23.047891902676312,99,11,400.4384225684302,2786.332725581665,0.09627999498084855,0.2472290230418188,73.48620542481737,TRUE,65,9.730583954392712
159,tilapia,23.704398393539517,100,10,399.6915405644135,2781.9640366683057,0.08367511436276723,0.25019293592951136,74.66791710837113,TRUE,54,9.53501935155577
160,tilapia,24.467394408752003,96,10,399.3468711550835,2786.989404134826,0.0963305712103538,0.240392518219378,76.04130993575362,FALSE,6,9.370597790551596
161,tilapia,24.934885934092392,94,9,399.9050356564129,2775.6750573283657,0.11662366557654517,0.23505580480052304,76.8827946813663,FALSE,24,9.318879058921633
162,tilapia,24.288624324958846,102,9,399.10460961577934,2781.4336682330704,0.10030569639036928,0.2555720919840943,75.71952378492593,FALSE,11,9.59499021531952
163,tilapia,23.727386433979575,98,11,399.90244228489667,2778.7024244186982,0.12125684362318215,0.24505976867773988,74.70929558116325,TRUE,65,9.734697835665731
164,tilapia,24.236374269885225,104,9,400.6944991957426,2783.8072286694314,0.08971959808641639,0.2595493579491221,75.62547368579341,FALSE,8,9.35998872874041
165,tilapia,24.02740987911785,98,8,400.6189023561656,2785.03466462637,0.10382933580785489,0.2446215079309319,75.24933778241214,FALSE,17,9.30760825126622
166,tilapia,23.819850615982645,102,9,400.0787289581825,2784.2350939094213,0.11191429644686597,0.25494982016567386,74.87573110876876,TRUE,49,9.432997683179407
167,tilapia,24.010727730870023,100,10,398.8959255445485,2788.6677253161165,0.10080809121004038,0.25069195646329573,75.21930991556604,FALSE,26,9.452215935572205
168,tilapia,25.454050631599415,100,10,399.9881922443174,2786.6350345397655,0.10355379255758551,0.2500073800651566,77.81729113687895,FALSE,4,9.116976719463572
169,tilapia,23.80237826300078,98,9,400.3107343391156,2780.368775700312,0.10886418916270402,0.24480982295363873,74.8442808734014,TRUE,59,9.399712520007617
170,tilapia,22.774615872752747,100,13,398.0849393083695,2789.630073201618,0.12206067500981796,0.25120267090169107,72.99430857095496,TRUE,63,9.939661140339691
171,tilapia,24.508624107551523,100,10,398.73436074116296,2770.701429680908,0.09101428039969148,0.25079353536053706,76.11552339359274,FALSE,11,9.356653006000007
172,tilapia,23.83976654462435,103,11,399.82727369629504,2784.901470161511,0.0912468683975586,0.2576112405934514,74.91157978032383,TRUE,78,9.517020766236449
173,tilapia,23.948723678388628,98,11,400.3666297555308,2779.625078989266,0.09787943558799275,0.24477564491286424,75.10770262109953,FALSE,14,9.466323360121812
174,tilapia,23.0172306618444,96,10,399.67931141674256,2770.66173512406,0.10613024312899387,0.2401925675354798,73.43101519131991,TRUE,49,9.572908432195646
175,tilapia,24.112459980700173,100,9,400.90777945297094,2792.5007836795194,0.10134533902521603,0.2494339225256432,75.40242796526032,FALSE,14,9.456242720652266
176,tilapia,24.506120366962072,101,10,401.3425290131549,2780.223513441898,0.10663222160567587,0.2516553634331873,76.11101666053173,FALSE,4,9.193447903682404
177,tilapia,24.179331957856473,103,10,398.50367711914265,2781.7252567485993,0.11072743082138582,0.25846687474656743,75.52279752414165,FALSE,17,9.318962456467375
178,tilapia,23.16625920350693,103,10,399.1483258840508,2788.024388223938,0.09628895128070757,0.2580494350611923,73.69926656631247,TRUE,45,9.727682388932175
179,tilapia,24.2176452098909,102,11,401.62492938535127,2789.734797097658,0.0960628615212682,0.2539682986215554,75.59176137780362,FALSE,15,9.341980785219796
180,tilapia,24.594982964565656,103,10,399.98074978580036,2780.7873759167205,0.10925008987845686,0.257512392921807,76.27096933621817,FALSE,8,9.326388905316636
181,tilapia,24.62810447399166,96,9,400.7378811106396,2786.066441406609,0.0996427262648695,0.23955808653261654,76.33058805318498,FALSE,0,9.374634483513983
