longitude,latitude,Sp
-64.1364324682,-65.1749324454,hairgrass
-60.6056203379,-62.6529062534,hairgrass
-59.3795809999,-62.4425328544,hairgrass
-60.7950654422,-62.4653141464,hairgrass
-58.6711997057,-62.2383688325,hairgrass
-59.79072,-62.53021667,hairgrass
-62.625278571,-64.6846713416,hairgrass
-64.051893708,-64.7749566578,hairgrass
-63.1407834965,-64.6917267345,hairgrass
-63.20740833,-58.22358667,hairgrass
-57.9295731,-62.1013678,hairgrass
-58.4797509702,-62.1601563431,hairgrass
-36.7147314693,-54.1581964704,hairgrass
-58.8790206419,-62.1849675106,hairgrass
-36.5102040445,-54.2807558595,hairgrass
-61.2079262802,-62.7337274758,hairgrass
-62.6738054,-64.67103179,hairgrass
-61.2735927477,-62.7623099482,hairgrass
-62.62983,-64.6846416667,hairgrass
-45.6,-60.71667,hairgrass
-57.949276,-62.089262,hairgrass
-64.8852539063,-66.1452606316,hairgrass
-59.5074137,-62.3998083,hairgrass
-62.876198,-64.898547,hairgrass
-62.629714,-64.667578,gentoo penguin
-63.491943,-64.826625,gentoo penguin
-67.397757,-54.903705,gentoo penguin
-59.73874,-62.406827,gentoo penguin
-62.596074,-64.729683,gentoo penguin
-62.615833,-64.68085,gentoo penguin
-60.948143,-64.153016,gentoo penguin
-67.392687,-54.906192,gentoo penguin
-67.395437,-54.904472,gentoo penguin
-36.011642,-54.518661,gentoo penguin
-37.039417,-54.492303,gentoo penguin
-62.928244,-64.88945,gentoo penguin
-37.027867,-54.49864,gentoo penguin
-37.02788,-54.498637,gentoo penguin
-62.60038,-64.727508,gentoo penguin
-37.034223,-54.495428,gentoo penguin
-67.391911,-54.906955,gentoo penguin
-63.434911,-64.785333,gentoo penguin
-59.072092,-52.42555,gentoo penguin
-36.301783,-54.278289,gentoo penguin
-59.921452,-62.588379,gentoo penguin
-63.231016,-64.894901,gentoo penguin
-62.546539,-64.882224,gentoo penguin
-62.595485,-64.735935,gentoo penguin
-62.74696,-64.823102,gentoo penguin
-37.036304,-54.485609,gentoo penguin
-57.779889,-51.5126,gentoo penguin
-56.882106,-63.521493,gentoo penguin
-56.881762,-63.521632,gentoo penguin
-64.056126,-65.101794,gentoo penguin
-67.374567,-54.904479,gentoo penguin
-60.563103,-51.280426,gentoo penguin
-56.488708,-63.300667,gentoo penguin
-60.79093,-63.90292,gentoo penguin
-62.54242,-64.882224,gentoo penguin
-62.62905,-64.684013,gentoo penguin
-62.213017,-64.593088,gentoo penguin
-59.741487,-62.406537,gentoo penguin
-59.741013,-62.40722,gentoo penguin
-62.870895,-64.895355,gentoo penguin
-59.741294,-62.407103,gentoo penguin
-56.996303,-63.395353,gentoo penguin
-67.374126,-54.904537,gentoo penguin
-67.368068,-54.882061,gentoo penguin
-67.367464,-54.882547,gentoo penguin
-67.366537,-54.881728,gentoo penguin
-68.216324,-54.842349,gentoo penguin
-35.943733,-54.618547,gentoo penguin
-35.943862,-54.618156,gentoo penguin
-60.611796,-62.657937,gentoo penguin
-57.799064,-51.686509,gentoo penguin
-64.249532,-65.248632,gentoo penguin
-64.249704,-65.248691,gentoo penguin
-67.833313,-53.698163,gentoo penguin
-67.723565,-53.754594,gentoo penguin
-67.723563,-53.754593,gentoo penguin
-64.24936,-65.248493,gentoo penguin
-67.376495,-54.904398,gentoo penguin
-67.37426,-54.90498,gentoo penguin
-67.38764,-54.906095,gentoo penguin
-67.374452,-54.904913,gentoo penguin
-67.37484,-54.905174,gentoo penguin
-35.854285,-54.789838,gentoo penguin
-58.239075,-51.832275,gentoo penguin
-63.565578,-64.834314,gentoo penguin
-63.516163,-64.816703,gentoo penguin
-37.630398,-54.163209,gentoo penguin
-61.213608,-51.036068,gentoo penguin
-59.917198,-62.592433,gentoo penguin
-59.90255,-62.59557,gentoo penguin
-62.617085,-64.681167,gentoo penguin
-57.798084,-51.6808,gentoo penguin
-59.092155,-52.429127,gentoo penguin
-61.307026,-51.73795,gentoo penguin
-57.723152,-51.682945,gentoo penguin
-57.72131,-51.681988,gentoo penguin
-56.87582,-51.672592,gentoo penguin
-67.37426,-54.905483,gentoo penguin
70.30739,-49.390102,gentoo penguin
-59.585255,-51.318806,gentoo penguin
-57.78571,-51.673195,gentoo penguin
-57.8084,-51.676403,gentoo penguin
-57.84347,-51.6081,gentoo penguin
-57.750996,-51.623787,gentoo penguin
-58.215202,-51.860313,gentoo penguin
-58.84644,-52.194317,gentoo penguin
37.736496,-46.90725,gentoo penguin
-57.83379,-51.47983,gentoo penguin
-57.752262,-51.638348,gentoo penguin
-57.717957,-51.682037,gentoo penguin
70.5543,-49.238663,gentoo penguin
-58.368496,-51.886593,gentoo penguin
-68.3021,-54.807938,gentoo penguin
-57.77612,-51.625824,gentoo penguin
-57.776405,-51.626575,gentoo penguin
-67.402951,-54.887413,gentoo penguin
-61.252636,-51.68964,gentoo penguin
-57.776253,-51.65322,gentoo penguin
-61.299335,-51.724564,gentoo penguin
-59.372864,-51.676815,gentoo penguin
-60.43455,-51.61764,gentoo penguin
-67.40033,-54.90329,gentoo penguin
-67.95044,-54.871864,gentoo penguin
-57.673233,-51.63416,gentoo penguin
-57.777885,-51.584877,gentoo penguin
-60.416706,-51.58553,gentoo penguin
-38.074657,-54.010674,gentoo penguin
-59.089268,-52.932434,gentoo penguin
-66.5833,-55.083,gentoo penguin
-59.2514,-51.697124,gentoo penguin
-38.0479,-54.012012,gentoo penguin
-57.76944,-51.649403,gentoo penguin
-61.240517,-51.671326,gentoo penguin
-59.213303,-51.72873,gentoo penguin
-59.117683,-49.636913,gentoo penguin
-57.80647,-51.70355,gentoo penguin
-57.741659,-51.680826,gentoo penguin
-59.06074,-52.4243,gentoo penguin
-37.91294,-54.263058,gentoo penguin
26.555,-81.2666,gentoo penguin
-35.66316,-54.003662,gentoo penguin
-60.763206,-50.25081,gentoo penguin
-70.94574,-53.239254,gentoo penguin
-57.72279,-51.66657,gentoo penguin
-38.0481,-54.00675,gentoo penguin
-35.663246,-54.740566,gentoo penguin
-38.075558,-54.01087,gentoo penguin
-70.88065,-53.14394,gentoo penguin
-70.87954,-53.14382,gentoo penguin
-70.88446,-53.15071,gentoo penguin
-70.88416,-53.150723,gentoo penguin
-56.75,-51.865,gentoo penguin
-57.75,-51.865,gentoo penguin
-58.75,-52.866,gentoo penguin
-57.869946,-51.727585,gentoo penguin
-58.75,-52.65,gentoo penguin
-57.75,-52.08,gentoo penguin
-57.2,-51.205,gentoo penguin
-56.75,-51.08,gentoo penguin
-59.25,-52.86,gentoo penguin
-58.073437,-51.578796,gentoo penguin
-62.628338,-64.683861,gentoo penguin
-62.631522,-64.685013,gentoo penguin
-60.639499,-62.921407,gentoo penguin
-64.13676,-65.17486,gentoo penguin
-62.623055,-64.68389,gentoo penguin
-36.66643,-54.122753,gentoo penguin
-62.52889,-64.84055,gentoo penguin
-60.791557,-63.902363,gentoo penguin
-63.95861,-65.09139,gentoo penguin
-36.414524,-54.171978,gentoo penguin
-54.608334,-63.394444,gentoo penguin
-54.588806,-61.141853,gentoo penguin
-54.591293,-61.132736,gentoo penguin
-35.81189,-54.785988,gentoo penguin
-62.870277,-64.89555,gentoo penguin
-58.25532,-52.058613,gentoo penguin
-62.13389,-64.3375,gentoo penguin
-55.56972,-61.475555,gentoo penguin
-56.905,-63.52222,gentoo penguin
-35.94353,-54.623623,gentoo penguin
-59.74917,-62.406387,gentoo penguin
-58.93317,-62.21311,gentoo penguin
-70.859795,-53.126904,gentoo penguin
-59.920555,-62.59528,gentoo penguin
-62.14035,-64.28913,gentoo penguin
-70.85425,-53.129913,gentoo penguin
-62.364246,-64.49755,gentoo penguin
-70.86107,-53.134117,gentoo penguin
-57.289646,-63.19171,gentoo penguin
-36.166435,-54.443844,gentoo penguin
-60.905457,-64.14416,gentoo penguin
-63.77603,-64.98643,gentoo penguin
-57.00807,-63.3886,gentoo penguin
-64.01429,-65.0662,gentoo penguin
-61.996387,-64.28222,gentoo penguin
-62.593838,-64.733955,gentoo penguin
-57.778763,-51.6982,gentoo penguin
-59.90066,-62.595554,gentoo penguin
-67.33126,-54.87799,gentoo penguin
-58.473236,-62.159794,gentoo penguin
-62.15337,-64.654655,gentoo penguin
-57.25611,-63.557777,gentoo penguin
-63.406113,-64.91972,gentoo penguin
-57.74092,-51.512585,gentoo penguin
-45.56361,-60.646942,gentoo penguin
-54.65111,-61.103333,gentoo penguin
-61.966736,-64.299934,gentoo penguin
-62.85171,-64.81624,gentoo penguin
-62.41797,-64.5381,gentoo penguin
-58.881912,-52.22267,gentoo penguin
-59.628056,-62.45028,gentoo penguin
-46.036667,-60.605,gentoo penguin
-37.25777,-54.028294,gentoo penguin
-58.009903,-51.50584,gentoo penguin
-36.711803,-54.158916,gentoo penguin
-60.697468,-51.353252,gentoo penguin
-56.744385,-63.860035,gentoo penguin
-58.68722,-63.31167,gentoo penguin
-60.52422,-51.297775,gentoo penguin
-54.859444,-61.099304,gentoo penguin
-60.561714,-62.98323,gentoo penguin
-64.05278,-65.1025,gentoo penguin
-57.307354,-63.196915,gentoo penguin
-36.0779,-54.521927,gentoo penguin
-62.555878,-64.60653,gentoo penguin
-57.87044,-51.434326,gentoo penguin
-56.79137,-63.641064,gentoo penguin
-62.630154,-64.666611,gentoo penguin
-62.52927,-64.846657,gentoo penguin
-36.715137,-54.151813,gentoo penguin
-59.7722,-62.529851,gentoo penguin
-62.62537,-64.682888,gentoo penguin
-67.361997,-54.895466,gentoo penguin
-56.520027,-63.67104,gentoo penguin
-36.290997,-54.29812,gentoo penguin
-61.312115,-51.715824,gentoo penguin
-58.96379,-62.19936,gentoo penguin
-37.967506,-54.02068,gentoo penguin
-62.91747,-64.70969,gentoo penguin
-61.761112,-64.501945,gentoo penguin
-63.509724,-64.815834,gentoo penguin
-62.045036,-64.232445,gentoo penguin
-57.820103,-51.669468,gentoo penguin
-58.838276,-52.192757,gentoo penguin
-62.835045,-64.658966,gentoo penguin
-60.2333,-51.30774,gentoo penguin
-62.076572,-64.66144,gentoo penguin
-56.498657,-63.31066,gentoo penguin
-57.55714,-61.65829,gentoo penguin
-56.50131,-63.311436,gentoo penguin
-57.58915,-64.40906,gentoo penguin
-62.598686,-64.729485,gentoo penguin
-58.444973,-62.17627,gentoo penguin
-62.80467,-64.52274,gentoo penguin
-60.538788,-51.29413,gentoo penguin
-62.878613,-64.854164,gentoo penguin
-61.7575,-64.149445,gentoo penguin
-63.072777,-64.53648,gentoo penguin
-61.21582,-51.03578,gentoo penguin
-56.98908,-63.73163,gentoo penguin
-64.02509,-64.86981,gentoo penguin
-59.007286,-62.230625,gentoo penguin
-58.439236,-62.215202,gentoo penguin
-54.644722,-63.424442,gentoo penguin
-61.204445,-62.726944,gentoo penguin
-63.668957,-64.94512,gentoo penguin
-61.626556,-64.14819,gentoo penguin
-57.973167,-51.7505,gentoo penguin
-61.298714,-51.72474,gentoo penguin
-36.4834,-54.070015,gentoo penguin
-57.97248,-51.750355,gentoo penguin
-62.554443,-64.62666,gentoo penguin
-58.46998,-62.235096,gentoo penguin
-62.60105,-64.83702,gentoo penguin
-62.8878,-64.51874,gentoo penguin
-62.9161,-64.51593,gentoo penguin
-63.461395,-64.80103,gentoo penguin
-56.894783,-63.33242,gentoo penguin
-59.66332,-62.478992,gentoo penguin
-61.627224,-64.144104,gentoo penguin
-60.053192,-51.182346,gentoo penguin
-58.971268,-62.19539,gentoo penguin
-67.02877,-54.940617,gentoo penguin
-62.602287,-64.73021,gentoo penguin
-55.15604,-61.28321,gentoo penguin
-62.6094,-64.7304,gentoo penguin
-55.265453,-61.270798,gentoo penguin
-60.50611,-62.966667,gentoo penguin
-58.93613,-62.20976,gentoo penguin
-56.1864,-63.6273,gentoo penguin
-63.493057,-64.82694,gentoo penguin
-60.63639,-62.95889,gentoo penguin
-63.156624,-64.54003,gentoo penguin
-62.020382,-64.1264,gentoo penguin
-59.01714,-52.32552,gentoo penguin
-62.701023,-64.76712,gentoo penguin
-36.291245,-54.222008,gentoo penguin
-60.73389,-63.919445,gentoo penguin
-62.04606,-64.67667,gentoo penguin
-62.589794,-64.72784,gentoo penguin
-61.99966,-64.53848,gentoo penguin
-62.854576,-64.41434,gentoo penguin
-63.152935,-57.10779,gentoo penguin
-54.489998,-61.039265,gentoo penguin
-62.53278,-64.62222,gentoo penguin
-56.778942,-63.713135,gentoo penguin
-63.49778,-64.81472,gentoo penguin
-57.06617,-63.64796,gentoo penguin
-58.91062,-62.20691,gentoo penguin
-59.578083,-62.542973,gentoo penguin
-62.06472,-64.27028,gentoo penguin
-67.14373,-54.953377,gentoo penguin
-55.788147,-63.58005,gentoo penguin
-60.85982,-62.68742,gentoo penguin
-54.06603,-62.08164,gentoo penguin
-55.205,-61.279,gentoo penguin
-62.871002,-64.717026,gentoo penguin
-59.594803,-62.038258,gentoo penguin
-57.25625,-63.72504,gentoo penguin
-62.62691,-64.68923,gentoo penguin
-57.91223,-62.0929,gentoo penguin
-67.314384,-54.932056,gentoo penguin
-59.768612,-62.525833,gentoo penguin
-60.3824,-61.518654,gentoo penguin
-62.80421,-64.86132,gentoo penguin
-62.529686,-64.84363,gentoo penguin
-54.25039,-62.12795,gentoo penguin
-36.030945,-54.80156,gentoo penguin
-58.183594,-62.060445,gentoo penguin
-35.961646,-54.628797,gentoo penguin
-56.883624,-63.522207,gentoo penguin
-61.340105,-64.483823,gentoo penguin
-63.439373,-65.433771,gentoo penguin
-63.900541,-65.534547,gentoo penguin
-62.601667,-64.730833,gentoo penguin
-62.601822,-64.731178,gentoo penguin
-62.601158,-64.730705,gentoo penguin
-62.597076,-64.729637,gentoo penguin
-62.594795,-64.730141,gentoo penguin
-62.592598,-64.732079,gentoo penguin
-62.870278,-64.895556,gentoo penguin
-62.598005,-64.729462,gentoo penguin
158.918941,-54.564648,gentoo penguin
-62.856512,-64.824063,gentoo penguin
-56.883766,-63.521194,gentoo penguin
-62.626606,-64.736359,gentoo penguin
-67.375,-54.905,gentoo penguin
-62.593189,-64.730896,gentoo penguin
-63.49265,-64.8267,gentoo penguin
-64.257774,-65.24556,gentoo penguin
-63.858658,-64.87351,gentoo penguin
-58.82414,-62.45695,gentoo penguin
-61.879402,-62.946617,gentoo penguin
-62.44008,-64.538570000000007,gentoo penguin
-36.50816,-54.28085,gentoo penguin
-58.42917,-62.13028,gentoo penguin
-64.03888,-65.11106,gentoo penguin
-56.160694,-52.149128,gentoo penguin
-60.58611,-62.649387,gentoo penguin
-44.9135,-60.73123,gentoo penguin
-62.20972,-63.232224,gentoo penguin
158.85146,-54.716316,gentoo penguin
-36.81591,-54.14905,gentoo penguin
-36.264366,-54.338245,gentoo penguin
-36.580555,-54.197224,gentoo penguin
158.91632,-54.56681,gentoo penguin
-35.861614,-54.434303,gentoo penguin
-56.988586,-63.46487,gentoo penguin
-36.10412,-54.544014,gentoo penguin
-55.357,-61.234,gentoo penguin
-59.38639,-62.4475,gentoo penguin
-61.693577,-64.56276,gentoo penguin
-58.61611,-62.26,gentoo penguin
-67.566055,-54.873325,gentoo penguin
-63.357224,-64.77861,gentoo penguin
-37.258495,-54.028076,gentoo penguin
-57.010384,-63.02968,gentoo penguin
-54.858112,-61.15311,gentoo penguin
158.93813,-54.4989,gentoo penguin
-60.756798,-63.903404,gentoo penguin
-55.095554,-61.128613,gentoo penguin
-54.798347,-61.043682,gentoo penguin
-56.99778,-63.39722,gentoo penguin
-57.822186,-51.692,gentoo penguin
-36.355,-54.312683,gentoo penguin
-61.719948,-64.46998,gentoo penguin
70.09166,-49.47148,gentoo penguin
-44.7375,-60.737778,gentoo penguin
-62.135277,-63.306667,gentoo penguin
-36.75778,-54.155,gentoo penguin
-57.032127,-63.400883,gentoo penguin
-62.09801,-64.66339,gentoo penguin
-62.52989,-64.844086,gentoo penguin
-59.204514,-62.57869,gentoo penguin
-67.37409,-54.90505,gentoo penguin
-54.85379,-61.21885,gentoo penguin
-63.89664,-65.04302,gentoo penguin
-58.559704,-62.348484,gentoo penguin
70.30496,-49.057888,gentoo penguin
-61.07139,-64.285,gentoo penguin
-60.61,-62.65403,gentoo penguin
-38.053616,-53.95647,gentoo penguin
-27.305054,-59.45899,gentoo penguin
-60.59889,-62.93611,gentoo penguin
-62.8734,-64.8995,gentoo penguin
-57.808067,-51.704655,gentoo penguin
-62.21244,-64.68482,gentoo penguin
-64.2547,-65.2407,gentoo penguin
-67.37427,-54.905598,gentoo penguin
-57.926888,-62.102,gentoo penguin
-55.383114,-61.14754,gentoo penguin
70.44142,-49.379356,gentoo penguin
-59.58419,-62.52091,gentoo penguin
-54.860493,-61.091217,gentoo penguin
-56.997284,-63.398125,gentoo penguin
-57.723846,-51.652153,gentoo penguin
-60.787468,-63.880272,gentoo penguin
-65.34146,-55.052643,gentoo penguin
-64.0606,-65.08933,gentoo penguin
-62.58601,-64.69472,gentoo penguin
-54.720154,-61.146606,gentoo penguin
-54.702946,-61.096584,gentoo penguin
-58.215267,-51.859955,gentoo penguin
-44.724827,-60.74354,gentoo penguin
-58.355846,-51.88255,gentoo penguin
-60.19203,-51.32735,gentoo penguin
-56.483055,-63.29889,gentoo penguin
-65.56641,-60.28341,gentoo penguin
-37.33195,-54.057575,gentoo penguin
-60.95222,-63.85611,gentoo penguin
-62.60751,-64.8486,gentoo penguin
