tank_id,species,avg_daily_temp,num_fish,day_length,tank_volume,size_day_30,ammonia,avg_daily_temp_F,below,num_sick,oxygen
60,tilapia,24.002361187117767,99,10,399.27792298668635,2785.43429582339,0.09861629432501819,75.20425013681198,FALSE,1,9.436179573670403
61,tilapia,24.13902959345601,96,9,399.7530967141431,2783.996354128246,0.1114275349178078,75.45025326822082,FALSE,13,9.361944259167906
62,tilapia,23.88184048641159,100,11,398.88421238011625,2786.556220344006,0.09900314658666108,74.98731287554087,TRUE,6,9.434400525576429
63,tilapia,23.787907405092998,100,10,400.34767566551835,2791.3738829219583,0.1127320156867235,74.8182333291674,TRUE,4,9.340269295743765
64,tilapia,23.339148132182142,105,10,401.14680006970383,2781.544338435779,0.10045965224482625,74.01046663792786,TRUE,7,9.457519305238927
65,tilapia,23.440315275736,103,10,398.83319205967115,2787.1487686592727,0.09955877562622568,74.19256749632481,TRUE,10,9.726281636606895
66,tilapia,23.49892023770747,103,12,398.9251181650781,2781.1364416484043,0.11141587948511116,74.29805642787345,TRUE,3,9.644228981740985
67,tilapia,23.892227432226957,98,9,399.6827715902895,2783.593182741136,0.11018210142005574,75.00600937800851,FALSE,10,9.65773949902488
68,tilapia,24.31725483107575,96,10,401.4916802927237,2790.373428922188,0.09395579285114444,75.77105869593635,FALSE,3,9.158696522135326
69,tilapia,23.432174928217403,101,10,401.49103918824227,2780.9366718043743,0.08329851066941019,74.17791487079133,TRUE,7,9.708691851807599
70,tilapia,22.835455011122008,101,12,400.83191261493516,2776.915198619356,0.08859461656464507,73.10381902001961,TRUE,6,9.824760214130762
71,tilapia,23.54683494925599,100,10,399.001004834856,2796.388305985519,0.09420049873150894,74.38430290866079,TRUE,6,9.553672669523152
72,tilapia,23.127218042406437,102,10,400.017718316572,2779.799164043785,0.10229171319148828,73.62899247633159,TRUE,7,9.400913841051878
73,tilapia,24.341396432844117,101,9,399.1659799572292,2779.69367020237,0.09210661634877794,75.81451357911942,FALSE,1,9.408773881329125
74,tilapia,24.3303678870499,102,10,399.3169285140981,2787.1363836661085,0.09250758570496331,75.79466219668981,FALSE,2,9.355710208213225
75,tilapia,24.975664212424956,104,11,400.34276516486494,2780.0899816261963,0.11293359863527903,76.95619558236493,FALSE,3,9.447120214493264
76,tilapia,23.590355238700756,100,11,399.5700279024278,2781.906623413356,0.11854296107960086,74.46263942966135,TRUE,7,9.526896325433697
77,tilapia,24.336796551358514,100,13,400.16662037262086,2775.4521585212265,0.08895960167417571,75.80623379244533,FALSE,4,9.177244011411965
78,tilapia,23.89503585016777,94,9,399.33635853240344,2792.1086399063784,0.11596752832608336,75.01106453030198,FALSE,7,9.57876428169686
79,tilapia,23.05756670349865,100,11,400.74589665091094,2790.6371087204293,0.10965866832771755,73.50362006629757,TRUE,3,9.772922249862598
80,tilapia,23.471403468168166,107,8,398.79344159263565,2781.412283937036,0.09554300234633045,74.2485262427027,TRUE,6,9.720288249638305
81,tilapia,23.815258369605765,98,12,400.9872959165401,2782.71765114231,0.0875605040036513,74.86746506529038,TRUE,5,9.470931764418932
82,tilapia,23.825974866316066,106,11,401.08049642646904,2785.957468162986,0.10493169090698784,74.88675475936893,TRUE,9,9.324635078122949
83,tilapia,23.060524241190866,99,9,399.36909504298796,2781.0649626148424,0.12779330134045153,73.50894363414355,TRUE,6,9.541508271845348
84,tilapia,23.93747509974832,96,10,400.5134195358524,2781.4494121426374,0.09903076908054914,75.08745517954698,FALSE,0,9.642163374265866
85,tilapia,24.021825593602053,103,10,400.8971865042707,2785.588299140952,0.08867436405281287,75.2392860684837,FALSE,3,9.5884042143426509
86,tilapia,23.09483967543761,103,11,399.20076065934387,2777.4608981434776,0.10775630345715799,73.5707114157877,TRUE,6,9.38930048719883
87,tilapia,24.04584221576014,102,11,399.3944049287225,2782.6869223902772,0.10972658490100172,75.28251598836826,FALSE,6,9.413686427121311
88,tilapia,24.375131819623586,104,8,399.3081221240595,2785.3959865581273,0.0989584205851435,75.87523727532246,FALSE,8,9.270265925512703
89,tilapia,23.756963559051954,103,12,400.43921779858493,2780.9950325603522,0.09837162083716905,74.76253440629353,TRUE,7,9.593868229427132
90,tilapia,24.212523055230886,101,10,400.55904961152083,2787.0961219110677,0.0912843452696697,75.5825414994156,FALSE,4,9.220479989474084
91,tilapia,23.840492270714805,96,12,398.7768622422022,2794.78327859782,0.09984970420874305,74.91288608728665,TRUE,8,9.19729630487899
92,tilapia,23.234513041117467,105,11,400.5901710971016,2774.258642160442,0.10250628934344229,73.82212347401145,TRUE,7,9.83829185058
93,tilapia,23.725525520123774,99,9,398.9784937236653,2784.284409320877,0.09492064880614934,74.7059459362228,TRUE,8,9.14817499158071
94,tilapia,24.03089129196189,101,9,399.0050576828154,2790.1772214133857,0.11041511905017237,75.25560432553141,FALSE,4,9.262372520223835
95,tilapia,24.35828990608357,96,10,399.83900300659957,2785.457778887815,0.09895772957877146,75.84492183095043,FALSE,2,9.23337001651673
96,tilapia,24.824257650818122,103,11,400.20081316017945,2780.8188704284407,0.10546120976774703,76.68366377147262,FALSE,3,9.059938614345034
97,tilapia,24.027526583913886,97,12,399.3192139248137,2777.204895778248,0.0819427020993434,75.249547851045,FALSE,2,9.311919402306724
98,tilapia,24.514266669937427,100,10,398.83410308254025,2768.663777146181,0.09622109298573127,76.12568000588738,FALSE,2,9.425099267215067
99,tilapia,23.95773401608882,108,10,398.97496464594434,2782.194104446555,0.11748037132939312,75.12392122895989,FALSE,9,9.494519437709279
100,tilapia,24.40842158793979,103,10,400.62699617947146,2780.067314868767,0.08552181985265453,75.93515885829163,FALSE,1,9.19774502555623
101,tilapia,24.61556375000229,96,10,400.49989488455395,2784.6693877985153,0.09955360912815726,76.30801475000413,FALSE,7,9.141699147455725
102,tilapia,23.638860721469047,102,11,399.52527770371745,2791.8191976011076,0.09021460569977036,74.5499492986443,TRUE,6,9.387201205572914
103,tilapia,24.801163445642178,101,10,400.39443003935145,2781.8263701910473,0.09674822652896069,76.64209420215593,FALSE,4,9.443591266983159
104,tilapia,24.124721918773613,99,11,399.2444278297598,2780.493714169688,0.10553655769061189,75.4244994537925,FALSE,4,9.262525988531163
105,tilapia,24.675771263713525,98,10,400.093654465078,2792.3706277675165,0.09249776720012784,76.41638827468435,FALSE,3,9.193317490581531
106,tilapia,23.74924966146537,99,10,398.92866805447926,2788.0081944237913,0.09517110862437997,74.74864939063767,TRUE,5,9.413227358068578
107,tilapia,23.65750241490966,100,10,400.2036955985467,2784.8464438704214,0.09954226143766527,74.5835043468374,TRUE,4,9.730196964949052
108,tilapia,24.16910367281707,103,10,399.6541765664926,2779.314867741355,0.11221762678176098,75.50438661107073,FALSE,4,9.25931284597503
109,tilapia,23.65594640560567,102,10,399.13681942110765,2786.4876770186675,0.10931013118757738,74.5807035300902,TRUE,4,9.536953908560255
110,tilapia,23.22604857906341,104,8,400.44277699848953,2781.8334024000596,0.0899515260159594,73.80688744231414,TRUE,4,9.6194529382346
111,tilapia,23.309223902869718,95,10,399.5342173465556,2790.331328727507,0.10160993105742733,73.95660302516549,TRUE,5,9.52091920837493
112,tilapia,24.30645059209446,104,9,401.52217333262496,2791.355772764557,0.09439021659660721,75.75161106577002,FALSE,0,9.353935916345439
113,tilapia,23.392677539649736,103,10,401.1115764531654,2780.7503807771686,0.10554082332204621,74.10681957136953,TRUE,3,9.8672309368744
114,tilapia,23.870611688140414,104,10,400.2158722629587,2781.5383439829793,0.08612731056759008,74.96710103865274,TRUE,8,9.474153847894003
115,tilapia,23.748279940176566,103,10,399.2543545367949,2783.171350778802,0.07012848998730498,74.74690389231782,TRUE,3,9.50875525715875
116,tilapia,23.76498091280881,103,11,400.3500150936068,2784.9863658630575,0.1049632637083255,74.77696564305586,TRUE,5,9.177000060592967
117,tilapia,24.06538513132709,100,10,399.10649910446756,2784.964795806219,0.09871349322360343,75.31769323638876,FALSE,8,9.143496577831531
118,tilapia,23.091547154070913,98,10,400.06153227697354,2783.623185365449,0.094489034248522355,73.56478487732764,TRUE,5,9.704390516592708
119,tilapia,22.951589689588772,99,8,399.62311489167473,2784.0924905655997,0.11659742564474074,73.3128614412598,TRUE,3,9.825217594698525
120,tilapia,23.977306902514243,110,10,400.23162282233693,2775.748273063643,0.08105816179175314,75.15915242452564,FALSE,3,9.544273969862507
121,tilapia,24.638884203902236,99,8,400.6101131591602,2791.3029617602633,0.08793404409433746,76.34999156702403,FALSE,1,9.149678798669354
122,tilapia,23.903372561063087,101,8,399.3589248880277,2776.0890912508526,0.11122669057083859,75.02607060991356,FALSE,1,9.390904950456612
123,tilapia,24.021826480597895,98,9,401.3903110061154,2785.1028156670377,0.10546011056457955,75.2392876650762,FALSE,10,9.640283444335626
124,tilapia,23.611254848669894,100,11,399.57640971695326,2777.3343359273413,0.09379015464043021,74.50025872760581,TRUE,9,9.605141450959847
125,tilapia,24.272019803138146,106,11,400.6228783876246,2777.2285750733395,0.10364338424058435,75.68963564564866,FALSE,2,9.335812569521059
126,tilapia,24.84820867692348,97,9,399.02431492480196,2782.5637978152117,0.0818113255920695,76.72677561846226,FALSE,0,9.105559526932721
127,tilapia,24.467273059369973,100,13,399.8871597741705,2783.1313138392866,0.08969665151438255,76.04109150686595,FALSE,3,9.233079356418115
128,tilapia,23.06982334415193,102,10,399.56240174209074,2776.9240693165925,0.09988946869852945,73.52568201947348,TRUE,8,9.344984244766163
129,tilapia,23.76113027561203,101,10,399.17395815182897,2783.6654307099725,0.10340902182401458,74.77003449610166,TRUE,3,9.578545271789492
130,tilapia,23.06101232909751,105,10,399.950584139747,2778.0186680178704,0.10434724781098487,73.50982219237552,TRUE,7,9.515971252377168
131,tilapia,23.440154823912113,97,10,400.2208286561235,2783.2079998443955,0.10172240611606011,74.1922786830418,TRUE,8,9.450327787866053
132,tilapia,23.824101539616706,95,9,399.1977179266353,2786.0601375120928,0.10640275747499095,74.88338277131007,TRUE,7,9.372599044100737
133,tilapia,24.291377338433726,98,10,398.62701307755583,2774.025098566565,0.10959761904167582,75.72447920918071,FALSE,10,9.21584006731714
134,tilapia,23.204681205942606,100,13,399.16459198968454,2787.1562776589926,0.08482306623624314,73.7684261706967,TRUE,5,9.541617591509105
135,tilapia,24.273152523507477,100,10,400.18386635758895,2782.58159592293,0.08221229503033212,75.69167454231345,FALSE,1,9.255378551728805
136,tilapia,23.51982022504277,99,10,401.38583346664433,2775.772547973361,0.09499549001430377,74.33567640507698,TRUE,5,9.819861714098579
137,tilapia,24.469946068504598,96,10,399.09617628171463,2783.3149811613844,0.09919676237093245,76.04590292330828,FALSE,3,9.504659129552508
138,tilapia,23.57520635978939,100,11,399.2117775951331,2783.2684885416706,0.1077151613725579,74.4353714476209,TRUE,5,9.401535023338264
139,tilapia,24.33330545406741,103,10,400.9990093055037,2782.6724907120815,0.11552039422608483,75.79994981732133,FALSE,5,9.567351909087087
140,tilapia,23.636072813679164,96,10,398.355136644681,2784.3145088709384,0.10040641986721799,74.54493106462249,TRUE,7,9.637135069702772
141,tilapia,23.738014419336604,105,10,397.8501689831952,2777.75077429289,0.10636068843109807,74.72842595480589,TRUE,5,9.385096853918249
142,tilapia,23.006684552070524,98,11,400.12639016186586,2789.934981306222,0.10877381391143542,73.41203219372694,TRUE,4,9.58403380695668
143,tilapia,24.156941948309306,100,10,400.8017051207855,2787.0846916150094,0.10148421854594683,75.48249550695675,FALSE,5,9.610087735608866
144,tilapia,24.070777161852924,102,10,400.61989705101155,2776.3384482740025,0.09523997287738692,75.32739889133526,FALSE,5,9.266565956360205
145,tilapia,24.41315468661973,103,11,400.18057479226326,2787.001480254477,0.11313435858240428,75.94367843591552,FALSE,10,9.18983398625023
146,tilapia,24.211883188756474,97,9,400.4971055057067,2784.5935478809465,0.12558996582057516,75.58138973976165,FALSE,16,9.577142761194205
147,tilapia,24.520665690469205,94,10,400.00936323453,2786.6537200541934,0.08863341079012844,76.13719824284456,FALSE,6,9.300434895729236
148,tilapia,23.767704844691686,100,11,399.32878387775224,2781.5877645068113,0.09836306191383012,74.78186872044503,TRUE,9,9.595179178921578
149,tilapia,24.006209143930224,99,9,400.9771820007043,2790.3704449219645,0.10447763991718524,75.21117645907441,FALSE,5,9.201887475205137
150,tilapia,24.170025917914472,102,11,400.6639818656357,2782.0039915786347,0.09026343766970261,75.50604665224606,FALSE,6,9.332107408572131
151,tilapia,23.155870658507197,101,9,401.40394690169626,2794.4122885133474,0.11177163657952191,73.68056718531295,TRUE,8,9.514782583812451
152,tilapia,23.375364600665204,103,10,399.74407949580046,2777.3670573364957,0.11877440957076299,74.07565628119737,TRUE,13,9.677830706500899
153,tilapia,23.758993757857244,104,10,402.2157427053702,2790.706868320288,0.10725663265973372,74.76618876414304,TRUE,2,9.662111177273024
154,tilapia,23.867298177872538,96,10,401.0640436828136,2784.2904362186496,0.11787372124896033,74.96113672017057,TRUE,5,9.49582463593634
155,tilapia,24.99315151886075,101,9,400.00553369123327,2779.6085677775113,0.09655220391344116,76.98767273394935,FALSE,1,9.208439220030918
156,tilapia,23.542072369648857,101,11,398.5107867029526,2781.503227668891,0.1029335521930349,74.37573026536793,TRUE,7,9.630961155619689
157,tilapia,23.081274452688852,99,10,399.19618484558987,2780.8958591862756,0.0857856479707642,73.54629401483993,TRUE,7,9.80178491882663
158,tilapia,24.12380628889583,99,9,400.83595061864116,2785.751074302728,0.08935444685025637,75.42285132001248,FALSE,3,9.033598338193508
159,tilapia,24.541093651052016,102,11,399.79153022001816,2786.2545284584085,0.08967111969299642,76.17396857189362,FALSE,7,9.351005788128404
160,tilapia,23.586138900394214,99,9,399.2254208719408,2778.8934535066164,0.0994140395557419,74.45505002070959,TRUE,6,9.46289739075417
161,tilapia,24.312644332799607,97,10,400.4565587715904,2783.2558388540288,0.11347908190150066,75.76275979903929,FALSE,5,9.4696068101995
162,tilapia,24.31204482824742,98,10,399.3662191355276,2780.783549958422,0.09552320026268238,75.76168069084535,FALSE,1,9.241371641705532
163,tilapia,23.437840726789897,99,10,399.67110654714884,2782.624952831691,0.09000711937037872,74.18811330822182,TRUE,2,9.471554075003164
164,tilapia,24.228627727078905,104,9,399.1420869392395,2784.8197997779866,0.10719868974970032,75.61152990874203,FALSE,13,9.490909746310429
165,tilapia,22.960944051344313,99,11,400.8108477012985,2784.3239993323214,0.09136015700105755,73.32969929241978,TRUE,7,9.559603404225676
166,tilapia,23.416083913316342,102,10,401.4286512930601,2777.549454391424,0.0939585788772954,74.14895104396942,TRUE,7,9.440827431380777
167,tilapia,23.982871913832618,108,9,399.70493069092896,2778.30709452026,0.10499821778251973,75.16916944489871,FALSE,1,9.188186391818215
168,tilapia,24.15118943251782,99,12,401.4155886207258,2786.2724134277005,0.10522644568883302,75.47214097853208,FALSE,1,9.359287575602318
169,tilapia,23.25667421739062,99,11,399.77521914912813,2781.3243330515434,0.10533163796229783,73.86201359130311,TRUE,6,9.582816040589977
170,tilapia,24.317370313632384,96,9,399.47815435571954,2789.0429593318945,0.10038043071919041,75.7712665645383,FALSE,12,9.280939251955926
171,tilapia,23.422635234156452,97,9,400.03007496558166,2786.758768894382,0.07908712552940335,74.16074342148161,TRUE,7,9.72910782999655
172,tilapia,23.332852839734496,96,11,399.68862042694826,2782.4893654458524,0.11689201528111655,73.9991351115221,TRUE,4,9.315679635291616
173,tilapia,24.81532111524559,90,9,400.5263440239907,2785.579518548302,0.11551665310393833,76.66757800744207,FALSE,3,9.15221771691611
174,tilapia,23.759977013220645,102,10,401.10205459548246,2766.2642319458914,0.08620684130656499,74.76795862379717,TRUE,8,9.500475103306755
175,tilapia,23.906902640847914,101,10,400.1606667556646,2792.409882752014,0.09845414927550064,75.03242475352624,FALSE,0,9.244384007676455
176,tilapia,23.991219803728836,96,11,400.8444770813116,2789.3404063365283,0.12130507624854645,75.18419564671191,FALSE,17,9.243932451574134
177,tilapia,23.118535027498865,99,9,400.30425546532206,2788.92855162641,0.08979458625446206,73.61336304949796,TRUE,6,9.785832663276002
178,tilapia,22.983046615969545,98,10,400.6613798758277,2775.1317996018183,0.09753030571861837,73.36948390874518,TRUE,5,9.632582690507531
179,tilapia,23.351707917958176,103,9,399.82244728316806,2782.529015168437,0.07727969729844848,74.03307425232472,TRUE,5,9.698842753374203
180,tilapia,24.240982764893133,102,9,400.5998585956054,2785.3771075267878,0.10693578965378045,75.63376897680763,FALSE,10,9.281918721523969
181,tilapia,23.462508737128374,110,10,399.7376145091729,2779.1243205974806,0.09739336593245397,74.23251572683108,TRUE,4,9.549842759675622
182,tilapia,23.909969517964772,94,9,400.4524996763544,2782.2683505421887,0.10101982047770727,75.03794513233659,FALSE,2,9.504723893693257
183,tilapia,23.34293504920942,98,10,401.35244568047347,2790.595367727867,0.09999161738536347,74.01728308857696,TRUE,8,9.478871735996544
184,tilapia,22.902609706527066,102,8,399.4908041812612,2783.4262448283093,0.10730582208169369,73.22469747174873,TRUE,11,9.582230085170199
185,tilapia,24.20883436426406,101,10,398.3425272322221,2777.512898333558,0.09783196634760451,75.57590185567531,FALSE,1,9.57843027423231
186,tilapia,23.564197183241305,101,11,399.0452280541813,2789.288468563797,0.10421940970878364,74.41555492983434,TRUE,7,9.578316220285926
187,tilapia,23.897641075673356,100,8,400.0413917345895,2793.924132358653,0.10423800497609782,75.01575393621204,FALSE,4,9.391736633198732
188,tilapia,23.49449747030233,99,13,400.42612136078833,2787.0607365209485,0.11122790925954468,74.2900954465442,TRUE,6,9.639122122160098
189,tilapia,24.137381567225997,96,9,401.20815041282924,2791.4001902292794,0.09080970020318649,75.4472868210068,FALSE,4,9.28507426738796
190,tilapia,24.347109852753444,97,11,400.20814254584917,2778.6429538474304,0.09978350815329776,75.8247977349562,FALSE,6,9.328861068378405
191,tilapia,23.298181529735565,99,12,399.7311038425141,2788.6041443078225,0.10478756672748767,73.93672675352403,TRUE,6,9.433389421837866
192,tilapia,24.201700956686977,103,10,399.41046035618956,2773.338790837374,0.10864838952740788,75.56306172203657,FALSE,8,9.496975738653475
193,tilapia,23.670369493842152,97,9,400.2765576007168,2784.0047160554714,0.10142732379696172,74.60666508891588,TRUE,6,9.355419928975682
194,tilapia,24.09123237699077,101,9,399.9197327055266,2775.5796786065102,0.08748122936679018,75.3642182785834,FALSE,1,9.472319933073777
195,tilapia,24.136118097889327,101,11,401.6001439716314,2781.4321089685927,0.09002900454546665,75.44501257620078,FALSE,8,9.276763459535136
196,tilapia,23.636965189517746,99,11,399.5480534453196,2783.7315225639923,0.09776325224381542,74.54653734113194,TRUE,7,9.566005787981236
197,tilapia,24.188441938010126,100,9,400.1607886539175,2784.8515345294904,0.08593695629958067,75.53919548841823,FALSE,1,9.285987661365231
198,tilapia,23.704114186448397,95,10,399.8846168145309,2770.702393076488,0.08424319882095252,74.66740553560712,TRUE,4,9.4082791527821
199,tilapia,22.967543873009742,99,9,399.56399495100175,2780.987701208527,0.09606069626398611,73.34157897141753,TRUE,5,9.726714316278864
200,tilapia,24.18655420361458,96,11,399.31829789257176,2787.331697932588,0.12219170846889983,75.53579756650625,FALSE,1,9.277515315509861
201,tilapia,23.670746109003037,102,11,398.96875586212275,2778.556268115355,0.10368399276423512,74.60734299620546,TRUE,6,9.529735626520948
202,tilapia,24.40655147522709,95,8,399.06228933268943,2787.1023902065085,0.09915818120449753,75.93179265540877,FALSE,7,9.230797418905672
203,tilapia,24.44278675381664,96,9,401.1601439711009,2783.444370086038,0.09457845157688655,75.99701615686996,FALSE,6,9.09330084530197
204,tilapia,23.593262969407167,93,10,399.9616518078213,2789.073607592363,0.09262041223965088,74.46787334493291,TRUE,7,9.624866627411658
205,tilapia,24.227766958297945,104,9,399.7597928369922,2769.2406724144557,0.0910497345673643,75.6099805249363,FALSE,5,9.237622740397418
